Entity,Births_Combined,Deaths_Combined,Population in thousands,Urban Population (%),Dependency Ratio (%),region,Background
Saint Barthelemy,7091,4211,681.923,88.61236544554455,46.14878217821782,Americas,"In 1493, Christopher COLUMBUS named Saint Barthelemy for his brother Bartolomeo, but the island was first settled by the French in 1648. In 1784, France sold the island to Sweden, which renamed the largest town Gustavia after the Swedish King GUSTAV III and made it a free port; the island prospered as a trade and supply center during the colonial wars of the 18th century. France repurchased the island in 1877 and took control the following year, placing it under the administration of Guadeloupe. Saint Barthelemy retained its free port status along with various Swedish appellations such as Swedish street and town names, and the three-crown symbol on the coat of arms. In 2003, the islanders voted to secede from Guadeloupe, and in 2007, the island became a French overseas collectivity. In 2012, it became an overseas territory of the EU, allowing it to exert local control over the permanent and temporary immigration of foreign workers, including non-French European citizens. Hurricane Irma hit the island in 2017 and caused extensive damage."
Saint Helena,9565,6132,551.892,44.31590445544555,74.29761386138614,Africa,"Saint Helena is a British Overseas Territory off the coast of Africa in the South Atlantic Ocean, and it consists of Saint Helena, Ascension Island, and the island group of Tristan da Cunha. "
Saint Kitts and Nevis,102610,54489,4753.503,32.861682376237624,69.29075247524753,Americas,"Carib Indians occupied the islands of the West Indies for hundreds of years before the British and French began settlement in 1623. During the 17th century, Saint Kitts became the premier base for British and French expansion into the Caribbean. The French ceded the territory to the UK in 1713. At the turn of the 18th century, Saint Kitts was the richest British Crown Colony per capita in the Caribbean, a result of the sugar trade. Although small in size and separated by only 3 km (2 mi) of water, Saint Kitts and Nevis were viewed and governed as different states until the late-19th century, when the British forcibly unified them along with the island of Anguilla. In 1967, the island territory of Saint Christopher-Nevis-Anguilla became an associated state of the UK with full internal autonomy. The island of Anguilla rebelled and was allowed to secede in 1971. The remaining islands achieved independence in 1983 as Saint Kitts and Nevis. In 1998, a referendum on Nevis to separate from Saint Kitts fell short of the necessary two-thirds majority."
Saint Lucia,303045,130267,14817.28,23.263285247524752,69.88586138613861,Americas,"England and France contested Saint Lucia -- with its fine natural harbor at Castries and burgeoning sugar industry -- throughout the 17th and early 18th centuries, with possession changing 14 times; it was finally ceded to the UK in 1814 and became part of the British Windward Islands colony. Even after the abolition of slavery on its plantations in 1834, Saint Lucia remained an agricultural island, dedicated to producing tropical commodity crops. In the mid-20th century, Saint Lucia joined the West Indies Federation (1958–1962) and in 1967 became one of the six members of the West Indies Associated States, with internal self-government. In 1979, Saint Lucia gained full independence."
Saint Martin (French part),42426,12789,2328.684,88.61236544554455,66.20150495049505,Americas,"Christopher COLUMBUS claimed Saint Martin for Spain in 1493, naming it after the feast day of St. Martin of Tours, but it was the Dutch who occupied the island in 1631 to exploit its salt deposits. The Spanish retook Saint Martin in 1633, but the Dutch continued to assert their claims. The Spanish finally relinquished the island to the French and Dutch, who divided it between themselves in 1648. The border frequently fluctuated over the next 200 years because of friction between the two countries, with the French eventually holding the greater portion of the island (about 61%). The cultivation of sugarcane introduced African slavery to the island in the late 18th century; the practice was not abolished until 1848. The island became a free port in 1939, and the tourism industry was dramatically expanded during the 1970s and 1980s. In 2003, the populace of Saint Martin voted to secede from Guadeloupe, and in 2007, the northern portion of the island became a French overseas collectivity. In 2010, the southern Dutch portion of the island became the independent nation of Sint Maarten within the Kingdom of the Netherlands. In 2017, Hurricane Irma passed over the island of Saint Martin, causing extensive damage to roads, communications, electrical power, and housing; the UN estimated that 90% of the buildings were damaged or destroyed."
Saint Pierre and Miquelon,8540,5883,575.996,89.18505801980199,58.41943564356436,Americas,"First settled by the French in the early 17th century, Saint Pierre and Miquelon are the sole remaining vestige of France's once vast North American possessions. They attained the status of an overseas collectivity in 2003."
Saint Vincent and the Grenadines,238618,105487,10297.127,44.33218574257426,75.59843564356436,Americas,"Resistance from native Caribs prevented colonization on Saint Vincent until 1719. France and England disputed the island for most of the 18th century, but it was ceded to England in 1783. The British prized Saint Vincent because of its fertile soil, which allowed for thriving slave-run plantations of sugar, coffee, indigo, tobacco, cotton, and cocoa. In 1834, the British abolished slavery. Immigration of indentured servants eased the ensuing labor shortage, as did subsequent immigrant waves from Portugal and East India. Conditions remained harsh for both former slaves and immigrant agricultural workers, however, as depressed world sugar prices kept the economy stagnant until the early 1900s. The economy then went into a period of decline, with many landowners abandoning their estates and leaving the land to be cultivated by liberated slaves. Between 1960 and 1962, Saint Vincent and the Grenadines was a separate administrative unit of the Federation of the West Indies. Autonomy was granted in 1969 and independence in 1979. In 2021, the eruption of the La Soufrière volcano in the north of Saint Vincent destroyed much of Saint Vincent’s most productive agricultural lands. Unlike most of its tourism-dependent neighbors, the Vincentian economy is primarily agricultural. "
Samoa,584821,130191,19383.601,19.50412910891089,87.21938613861386,Oceania,"The first Austronesian settlers arrived in Samoa around 1000 B.C., and early Samoans traded and intermarried with Fijian and Tongan nobility. The fa’amatai system of titles and nobility developed, which dominates Samoan politics to this day; all but two seats in the legislature are reserved for matai, or heads of families. A Dutch explorer was the first European to spot the islands in 1722. Christian missionaries arrived in the 1830s and were followed by an influx of American and European settlers and influence. By the 1880s, Germany, the UK, and the US had trading posts and claimed parts of the kingdom. In 1886, an eight-year civil war broke out, with rival matai factions fighting over royal succession and the three foreign powers providing support to the factions. Germany, the UK, and the US all sent warships to Apia in 1889 and came close to conflict, but a cyclone damaged or destroyed the ships of all three navies.  At the end of the civil war in 1894, Malietoa LAUPEPA was installed as king, but upon his death in 1898, a second civil war over succession broke out. When the war ended in 1899, the Western powers abolished the monarchy, giving the western Samoan islands to Germany and the eastern Samoan islands to the US. The UK abandoned claims in Samoa and received former German territory in the Solomon Islands. New Zealand occupied Samoa during World War I but was accused of negligence and opposed by many Samoans, particularly an organized political movement called the Mau (“Strongly Held View”) that advocated for independence. During the 1918-1919 influenza pandemic, about 20% of the population died. In 1929, New Zealand police shot into a crowd of peaceful Mau protestors, killing 11, in an event known as Black Sunday. In 1962, Samoa became the first Polynesian nation to reestablish its independence as Western Samoa but dropped the “Western” from its name in 1997. The Human Rights Protection Party dominated politics from 1982 until Prime Minister FIAME Naomi Mata'afa's Fa'atuatua i le Atua Samoa ua Tasi (FAST) party gained a majority in elections in 2021."
San Marino,25850,22964,2628.4429999999998,83.62120168316831,55.20004950495049,Europe,"Geographically the third-smallest state in Europe (after the Holy See and Monaco), San Marino also claims to be the world's oldest republic. According to tradition, it was founded by a Christian stonemason named MARINUS in A.D. 301. San Marino's foreign policy is aligned with that of the EU, although it is not a member.  San Marino is negotiating an Association Agreement that is expected to allow participation in the EU’s internal market and cooperation in other policy areas by late 2024. Social and political trends in the republic track closely with those of its larger neighbor, Italy."
Sao Tome and Principe,540447,140280,17220.543,52.74035564356436,80.63577227722772,Africa,"Portugal discovered and colonized the uninhabited Sao Tome and Principe islands in the late 15th century, setting up a sugar-based economy that gave way to coffee and cocoa in the 19th century -- all grown with African slave labor, a form of which lingered into the 20th century. While independence was achieved in 1975, democratic reforms were not instituted until the late 1980s. The country held its first free elections in 1991, but frequent internal wrangling among the various political parties precipitated repeated changes in leadership and failed, non-violent coup attempts in 1995, 1998, 2003, and 2009. In 2012, three opposition parties combined in a no-confidence vote to bring down the majority government of former Prime Minister Patrice TROVOADA, but legislative elections returned him to the office two years later. President Evaristo CARVALHO, of the same political party as TROVOADA, was elected in 2016, marking a rare instance in which the same party held the positions of president and prime minister. TROVOADA resigned in 2018 and was replaced by Jorge BOM JESUS. Carlos Vila NOVA was elected president in 2021. TROVOADA began his fourth stint as prime minister in 2022, after his party's victory in legislative elections. "
Saudi Arabia,40543785,6865083,2362061.559,69.8893887128713,67.01380198019802,Asia,"Saudi Arabia is the birthplace of Islam and home to Islam's two holiest shrines in Mecca and Medina. The king's official title is the Custodian of the Two Holy Mosques. ABD AL-AZIZ bin Abd al-Rahman AL SAUD (Ibn Saud) founded the modern Saudi state in 1932 after a 30-year campaign to unify most of the Arabian Peninsula. One of his male descendants rules the country today, as required by the country's 1992 Basic Law. After Iraq invaded Kuwait in 1990, Saudi Arabia took in the Kuwaiti royal family and 400,000 refugees, while allowing Western and Arab troops to deploy on its soil and liberate Kuwait the following year. Major terrorist attacks in 2003 spurred a strong ongoing campaign against domestic terrorism and extremism. US troops returned to the Kingdom in 2019 after attacks on Saudi oil infrastructure. From 2005 to 2015, King ABDALLAH bin Abd al-Aziz Al Saud incrementally modernized the Kingdom through a series of social and economic initiatives that included expanding employment and social opportunities for women, attracting foreign investment, increasing the private sector's role in the economy, and discouraging the hiring of foreign workers. Saudi Arabia saw some protests during the 2011 Arab Spring but not the level of bloodshed seen in protests elsewhere in the region; Riyadh took a cautious but firm approach, arresting and quickly releasing some protesters and using its state-sponsored clerics to counter political and Islamist activism. The government held its first-ever elections in 2005 and 2011, when Saudis voted for municipal councilors. King ABDALLAH's reforms accelerated under King SALMAN bin Abd al-Aziz, who ascended to the throne in 2015 and lifted the Kingdom's ban on women driving, implemented education reforms, funded green initiatives, and allowed cinemas to operate for the first time in decades. In 2015, women were allowed to vote and stand as candidates for the first time in municipal elections, with 19 women winning seats. King SALMAN initially named his nephew, MUHAMMAD BIN NAYIF bin Abd al-Aziz Al Saud, as the Crown Prince, but a palace coup in 2017 resulted in King SALMAN's son, Deputy Crown Prince MUHAMMAD BIN SALMAN bin Abd al-Aziz Al Saud, taking over as Crown Prince. King SALMAN appointed MUHAMMAD BIN SALMAN as prime minister in 2022.In 2015, Saudi Arabia led a coalition of 10 countries in a military campaign to restore Yemen's legitimate government, which had been ousted by Houthi forces. The war in Yemen has drawn international criticism for civilian casualties and its effect on the country’s dire humanitarian situation. The same year, MUHAMMAD BIN SALMAN announced that Saudi Arabia would lead a multi-nation Islamic Coalition to fight terrorism, and in 2017, Saudi Arabia inaugurated the Global Center for Combatting Extremist Ideology (also known as ""Etidal"").  The country remains a leading producer of oil and natural gas and holds about 17% of the world's proven oil reserves as of 2020. The government continues to pursue economic reform and diversification -- particularly since Saudi Arabia's accession to the WTO in 2005 -- and promotes foreign investment in the Kingdom. In 2016, the Saudi Government announced broad socio-economic reforms known as Vision 2030. Low global oil prices in 2015 and 2016 significantly lowered Saudi Arabia’s governmental revenue, prompting cuts to subsidies on water, electricity, and gasoline; reduced government-employee compensation; and new land taxes. In coordination with OPEC and some key non-OPEC countries, Saudi Arabia agreed to cut oil output in 2017 to regulate supply and help boost global prices. In 2020, this agreement collapsed, and Saudi Arabia launched a price war by flooding the market with low-priced oil before returning to the negotiating table to agree to a major output cut that helped buoy prices. "
Senegal,39869531,10522908,1260833.763,41.288792178217825,83.72072277227723,Africa,"Senegal is one of the few countries in the world with evidence of continuous human life from the Paleolithic period to present. Between the 14th and 16th centuries, the Jolof Empire ruled most of Senegal. Starting in the 15th century, Portugal, the Netherlands, France, and Great Britain traded along the Senegalese coast. Senegal’s location on the western tip of Africa made it a favorable base for the European slave trade. European powers used the Senegalese island of Goree as a base to purchase slaves from the warring chiefdoms on the mainland, and at the height of the slave trade in Senegal, over one-third of the Senegalese population was enslaved. In 1815, France abolished slavery and began expanding inland. During the second half of the 19th century, France took possession of Senegal as a French colony. In 1959, the French colonies of Senegal and French Sudan were merged and granted independence in 1960 as the Mali Federation. The union broke up after only a few months. In 1982, Senegal joined with The Gambia to form the nominal confederation of Senegambia. The envisaged integration of the two countries was never implemented, and the union dissolved in 1989.Since the 1980s, the Movement of Democratic Forces in the Casamance -- a separatist movement based in southern Senegal -- has led a low-level insurgency. Several attempts at reaching a comprehensive peace agreement have failed. Since 2012, despite sporadic incidents of violence, an unofficial cease-fire has remained largely in effect. Senegal is one of the most stable democracies in Africa and has a long history of participating in international peacekeeping and regional mediation. The Socialist Party of Senegal ruled for 40 years until Abdoulaye WADE was elected president in 2000 and re-elected in 2007. WADE amended Senegal's constitution over a dozen times to increase executive power and weaken the opposition. In 2012, WADE’s decision to run for a third presidential term sparked public backlash that led to his loss to current President Macky SALL. A 2016 constitutional referendum limited future presidents to two consecutive five-year terms. President Bassirou Diomaye FAYE took office in April 2024."
Seychelles,164601,84020,8227.939,50.34269821782178,64.10790099009901,Africa,"Seychelles was uninhabited before Europeans discovered the islands early in the 16th century. After a lengthy struggle, France eventually ceded control of the islands to Great Britain in 1814. During colonial rule, a plantation-based economy developed that relied on imported labor, primarily from European colonies in Africa. Seychelles gained independence in 1976 through negotiations with Great Britain. In 1977, Prime Minister France-Albert RENE launched a coup against the country’s first president, and Seychelles became a socialist one-party state until adopting a new constitution and holding elections in 1993. RENE continued to lead Seychelles through two election cycles until he stepped down in 2004. Vice President James Alix MICHEL took over the presidency and in 2006 was elected to a new five-year term; he was reelected in 2011 and again in 2015. In 2016, James MICHEL resigned and handed over the presidency to his vice-president, Danny FAURE. In 2020, Wavel RAMKALAWAN was elected president, the first time an opposition candidate has won the presidency."
Sierra Leone,20108652,8187433,625884.842,35.9351697029703,76.02049504950494,Africa,"Continuously populated for at least 2,500 years, the area now known as Sierra Leone is covered with dense jungle that allowed the region to remain relatively protected from invading West African empires. Traders introduced Sierra Leone to Islam, which occupies a central role in Sierra Leonean culture and history. In the 17th century, the British set up a trading post near present-day Freetown. The trade originally involved timber and ivory but later expanded to enslaved people. In 1787, after the American Revolution, Sierra Leone became a destination for Black British loyalists from the new United States. When Britain abolished the slave trade in 1807, British ships delivered thousands of liberated Africans to Sierra Leone. During the 19th century, the colony gradually expanded inland. In 1961, Sierra Leone became independent of the UK. Sierra Leone held free and fair elections in 1962 and 1967, but Siaka STEVENS -- Sierra Leone’s second prime minister -- quickly reverted to authoritarian tendencies, outlawing most political parties and ruling from 1967 to 1985. In 1991, Sierra Leonean soldiers launched a civil war against STEVENS’ ruling party. The war caused tens of thousands of deaths and displaced more than 2 million people (about one third of the population). In 1998, a Nigerian-led West African coalition military force intervened, installing Tejan KABBAH -- who was originally elected in 1996 -- as prime minister. In 2002, KABBAH officially announced the end of the war. Since 1998, Sierra Leone has conducted democratic elections dominated by the two main political parties, the Sierra Leone People’s Party (SLPP) and the All People’s Congress (APC) party. In 2018, Julius Maada BIO of the Sierra Leone People’s Party won the presidential election that saw a high voter turnout despite some allegations of voter intimidation. BIO won again in June 2023, although irregularities were noted that called into question the integrity of the results.  In October 2023, the Government of Sierra Leone and the main opposition party, the All People’s Congress, signed the Agreement for National Unity to boost cooperation between political parties and begin the process of reforming the country’s electoral system."
Singapore,4707536,2328752,408712.429,99.99312089108912,53.90754455445545,Asia,"A Malay trading port known as Temasek existed on the island of Singapore by the 14th century. The settlement changed hands several times in the ensuing centuries and was eventually burned in the 17th century, falling into obscurity. In 1819, the British founded modern Singapore as a trading colony on the same site and granted it full internal self-government for all matters except defense and foreign affairs in 1959.  Singapore joined the Malaysian Federation in 1963 but was ousted two years later and became independent. Singapore subsequently became one of the world's most prosperous countries, with strong international trading links and per capita GDP among the highest globally. The People’s Action Party has won every general election in Singapore since the end of the British colonial era, aided by its success in delivering consistent economic growth, as well as the city-state's fragmented opposition and electoral procedures that strongly favor the ruling party."
Solomon Islands,1579988,345126,51351.584,18.215963564356436,83.81625742574256,Oceania,"Settlers from Papua arrived on the Solomon Islands around 30,000 years ago. About 6,000 years ago, Austronesian settlers came to the islands, and the two groups mixed extensively. Despite significant inter-island trade, no attempts were made to unite the islands into a single political entity. In 1568, a Spanish explorer became the first European to spot the islands. After a failed Spanish attempt at creating a permanent European settlement in the late 1500s, the Solomon Islands remained free of European contact until a British explorer arrived in 1767. European explorers and US and British whaling ships regularly visited the islands into the 1800s.Germany declared a protectorate over the northern Solomon Islands in 1885, and the UK established a protectorate over the southern islands in 1893. In 1899, Germany transferred its islands to the UK in exchange for the UK relinquishing all claims in Samoa. In 1942, Japan invaded the islands, and the Guadalcanal Campaign (August 1942-February 1943) proved a turning point in the Pacific war. The fighting destroyed large parts of the Solomon Islands, and a nationalist movement emerged near the end of the war. By 1960, the British allowed some local autonomy. The islands were granted self-government in 1976 and independence two years later under Prime Minister Sir Peter KENILOREA.In 1999, longstanding tensions between ethnic Guale in Honiara and ethnic Malaitans in Honiara’s suburbs erupted in civil war, leading thousands of Malaitans to take refuge in Honiara and prompting Guale to flee the city. In 2000, newly elected Prime Minister Manasseh SOGAVARE focused on peace agreements and distributing resources equally among groups, but his actions bankrupted the government in 2001 and led to his ouster. In 2003, the Solomon Islands requested international assistance to reestablish law and order; the Australian-led Regional Assistance Mission to the Solomon Islands, which ended in 2017, improved the security situation. In 2006, however, riots broke out in Honiara, and the city’s Chinatown was burned amid allegations that the prime minister took money from China. SOGAVARE was reelected prime minister for a fourth time in 2019. When a small group of protestors, mostly from the island of Malaita, approached parliament to lodge a petition calling for SOGAVARE’s removal and more development in Malaita in 2021, police fired tear gas into the crowd which sparked rioting and looting in Honiara. "
Somalia,51994479,15708149,1281433.411,36.378597623762374,91.76161386138615,Africa,"Between A.D. 800 and 1100, immigrant Muslim Arabs and Persians set up coastal trading posts along the Gulf of Aden and the Indian Ocean, solidifying present-day Somalia’s close trading relationship with the Arab Peninsula. In the late 19th century, Britain, France, and Italy established colonies in the Somali Peninsula that lasted until 1960, when British Somaliland gained independence and joined with Italian Somaliland to form the Republic of Somalia. The country functioned as a parliamentary democracy until 1969, when General Mohamed SIAD Barre took control in a coup, beginning a 22-year socialist dictatorship. In an effort to centralize power, SIAD called for the eradication of the clan, the key cultural and social organizing principle in Somali society. Resistance to SIAD’s socialist leadership, which was causing a rapid deterioration of the country, prompted allied clan militias to overthrow SIAD in 1991, resulting in state collapse. Subsequent fighting between rival clans for resources and territory overwhelmed the country, causing a manmade famine and prompting international intervention. Beginning in 1993, the UN spearheaded an international humanitarian mission, but the international community largely withdrew by 1995 after an incident that became known as Black Hawk Down, in which two US military helicopters were shot down in Mogadishu. The fighting and subsequent siege and rescue resulted in 21 deaths and 82 wounded among the international forces.International peace conferences in the 2000s resulted in a number of transitional governments that operated outside Somalia. Left largely to themselves, Somalis in the country established alternative governance structures; some areas formed their own administrations, such as Somaliland and Puntland, while others developed localized institutions. Many local populations turned to sharia courts, an Islamic judicial system that implements religious law. Several of these courts came together in 2006 to form the Islamic Courts Union (ICU). The ICU established order in many areas of central and southern Somalia, including Mogadishu, but was forced out when Ethiopia intervened militarily in 2006 on behalf of the Somali Transitional Federal Government (TFG). As the TFG settled in the capital, the ICU fled to rural areas or left Somalia altogether, but the organization reemerged less than a year later as the Islamic insurgent and terrorist movement al-Shabaab, which is still active today. In 2007, the African Union (AU) established a peacekeeping force, took over security responsibility for the country, and gave the TFG space to develop Somalia’s new government. By 2012, Somali powerbrokers agreed on a provisional constitution with a loose federal structure and established a central government in Mogadishu called the Somali Federal Government (SFG). Since then, the country has seen several interim regional administrations and three presidential elections, but significant governance and security problems remain because al-Shabaab still controls large portions of the country."
South Africa,104018668,48166177,4472242.659,59.05315940594059,64.62823762376237,Africa,"Some of the earliest human remains in the fossil record were found in South Africa. By about A.D. 500, Bantu-speaking groups began settling into what is now northeastern South Africa, displacing Khoisan-speaking groups to the southwest. Dutch traders landed at the southern tip of present-day South Africa in 1652 and established a stopover point on the spice route between the Netherlands and the Far East, founding the city of Cape Town. After the British seized the Cape of Good Hope area in 1806, many settlers of Dutch descent -- known then as ""Boers,"" or farmers, but later called Afrikaners -- trekked north to found their own republics, Transvaal and Orange Free State. In the 1820s, several decades of wars began as the Zulus expanded their territory, moving out of what is today southeastern South Africa and clashing with other indigenous peoples and the growing European settlements. The discovery of diamonds (1867) and gold (1886) spurred mass immigration, predominantly from Europe.The Zulu kingdom's territory was incorporated into the British Empire after the Anglo-Zulu War in 1879, and the Afrikaner republics were incorporated after their defeat in the Second South African War (1899-1902). Beginning in 1910, the British and the Afrikaners ruled together under the Union of South Africa, which left the British Commonwealth to become a fully self-governing republic in 1961 after a Whites-only referendum. In 1948, the National Party was voted into power and instituted a policy of apartheid -– billed as ""separate development"" of the races -- which favored the White minority and suppressed the Black majority and other non-White groups. The African National Congress (ANC) led the resistance to apartheid, and many top ANC leaders such as Nelson MANDELA spent decades in South Africa's prisons. Internal protests and insurgency, as well as boycotts from some Western nations and institutions, led to the regime's eventual willingness to unban the ANC and negotiate a peaceful transition to majority rule. The first multi-racial elections in 1994 ushered in majority rule under an ANC-led government. South Africa has since struggled to address apartheid-era imbalances in wealth, housing, education, and health care under successive administrations. President Cyril RAMAPHOSA, who was reelected as the ANC leader in 2022, has made some progress in reigning in corruption. "
Spain,46934761,38478757,4083227.031,74.50332762376237,57.20260396039604,Europe,"Spain's powerful world empire of the 16th and 17th centuries ultimately yielded command of the seas to England.  Spain remained neutral during both World Wars but suffered through a devastating civil war (1936-39) resulting in a dictatorship. A peaceful transition to democracy after the death of dictator Francisco FRANCO in 1975 and rapid economic modernization after Spain joined the EU in 1986 gave Spain a dynamic and rapidly growing economy. After a severe recession in the wake of the global financial crisis in 2008, Spain has posted solid years of GDP growth above the EU average. Unemployment has fallen but remains high, especially among youth. Spain is the euro-zone's fourth-largest economy. The country has faced increased domestic turmoil in recent years due to the independence movement in its restive Catalonia region."
Sri Lanka,34414439,14396523,1765125.475,19.65291287128713,63.52574257425743,Asia,"The first Sinhalese arrived in Sri Lanka late in the 6th century B.C., probably from northern India. Buddhism was introduced circa 250 B.C., and the first kingdoms developed at the cities of Anuradhapura (from about 200 B.C. to about A.D. 1000) and Polonnaruwa (from about A.D. 1070 to 1200). In the 14th century, a South Indian dynasty established a Tamil kingdom in northern Sri Lanka. The Portuguese controlled the coastal areas of the island in the 16th century, followed by the Dutch in the 17th century. The island was ceded to the British in 1796, became a crown colony in 1802, and was formally united under British rule by 1815. As Ceylon, it became independent in 1948; the name was changed to Sri Lanka in 1972. Prevailing tensions between the Sinhalese majority and Tamil separatists erupted into war in 1983. Fighting between the government and Liberation Tigers of Tamil Eelam (LTTE) continued for over a quarter-century. Although Norway brokered peace negotiations that led to a cease-fire in 2002, the fighting slowly resumed and was again in full force by 2006. The government defeated the LTTE in 2009. During the post-conflict years under then-President Mahinda RAJAPAKSA, the government initiated infrastructure development projects, many of which were financed by loans from China. His regime faced allegations of human rights violations and a shrinking democratic space for civil society.  In 2015, a new coalition government headed by President Maithripala SIRISENA of the Sri Lanka Freedom Party and Prime Minister Ranil WICKREMESINGHE of the United National Party came to power with pledges to advance economic, political, and judicial reforms. However, implementation of these reforms was uneven. In 2019, Gotabaya RAJAPAKSA won the presidential election and appointed his brother Mahinda prime minister. Civil society raised concerns about the RAJAPAKSA administration’s commitment to pursuing justice, human rights, and accountability reforms, as well as the risks to foreign creditors that Sri Lanka faced given its ongoing economic crisis. A combination of factors including the COVID-19 pandemic; severe shortages of food, medicine, and fuel; and power outages triggered increasingly violent protests in Columbo beginning in 2022. In response, WICKREMESINGHE -- who had already served as prime minister five times -- was named to replace the prime minister, but he became president within a few months when Gotabaya RAJAPAKSA fled the country. "
Suriname,1138622,433868,49337.725,62.00575574257426,70.60147524752475,Americas,"The Spaniards first explored Suriname in the 16th century, and the English then settled it in the mid-17th century. Suriname became a Dutch colony in 1667. With the abolition of African slavery in 1863, workers were brought in from India and Java. The Netherlands granted the colony independence in 1975. Five years later, the civilian government was replaced by a military regime that soon declared Suriname a socialist republic. It continued to exert control through a succession of nominally civilian administrations until 1987, when international pressure finally forced a democratic election. In 1990, the military overthrew the civilian leadership, but a democratically elected government -- a four-party coalition -- returned to power in 1991. The coalition expanded to eight parties in 2005 and ruled until 2010, when voters returned former military leader Desire BOUTERSE and his opposition coalition to power. President BOUTERSE ran unopposed in 2015 and was reelected. Opposition parties campaigned hard against BOUTERSE in the run-up to the 2020 elections, and a multi-party coalition led by Chandrikapersad SANTOKHI’s VHP and Ronnie Brunswijk’s ABOP was installed. "
Sweden,10601943,9365050,938871.978,83.88398247524754,56.96328712871288,Europe,"A military power during the 17th century, Sweden maintained a policy of military non-alignment until it applied to join NATO in 2022. Sweden has not participated in any war for two centuries. Stockholm preserved an armed neutrality in both World Wars. Since then, Sweden has pursued a successful economic formula consisting of a capitalist system intermixed with substantial welfare elements. Sweden joined the EU in 1995, but the public rejected the introduction of the euro in a 2003 referendum. The share of Sweden’s population born abroad increased from 11.3% in 2000 to 20% in 2022.  "
Switzerland,8324580,6848491,748989.78,74.1752595049505,53.90314851485148,Europe,"The Swiss Confederation was founded in 1291 as a defensive alliance among three cantons. In succeeding years, other localities joined the original three. The Swiss Confederation secured its independence from the Holy Roman Empire in 1499. A constitution of 1848, which was modified in 1874 to allow voters to introduce referenda on proposed laws, replaced the confederation with a centralized federal government. The major European powers have long honored Switzerland's sovereignty and neutrality, and the country was not involved in either World War. The political and economic integration of Europe over the past half-century, as well as Switzerland's role in many UN and international organizations, has strengthened Switzerland's ties with its neighbors. However, the country did not officially become a UN member until 2002. Switzerland remains active in many UN and international organizations but retains a strong commitment to neutrality.  "
Syria,45780448,10681105,1783791.501,51.81231584158415,79.43332673267327,Asia,"After World War I, France acquired a mandate over the northern portion of the former Ottoman Empire province of Syria. The French administered the area until granting it independence in 1946. The new country lacked political stability and experienced a series of military coups. Syria united with Egypt in 1958 to form the United Arab Republic. In 1961, the two entities separated, and the Syrian Arab Republic was reestablished. In the 1967 Arab-Israeli War, Syria lost control of the Golan Heights region to Israel. During the 1990s, Syria and Israel held occasional, albeit unsuccessful, peace talks over its return. In 1970, Hafiz al-ASAD, a member of the socialist Ba'ath Party and the minority Alawi sect, seized power in a bloodless coup and brought political stability to the country. Following the death of al-ASAD, his son, Bashar al-ASAD, was approved as president by popular referendum in 2000. Syrian troops that were stationed in Lebanon since 1976 in an ostensible peacekeeping role were withdrawn in 2005. During the 2006 conflict between Israel and Hizballah, Syria placed its military forces on alert but did not intervene directly on behalf of its ally Hizballah. In 2007, Bashar al-ASAD's second term as president was again approved in a referendum. In the wake of major uprisings elsewhere in the region, antigovernment protests broke out in the southern province of Dar'a in 2011. Protesters called for the legalization of political parties, the removal of corrupt local officials, and the repeal of the restrictive Emergency Law allowing arrests without charge. Demonstrations and violent unrest spread across Syria, and the government responded with concessions, but also with military force and detentions that led to extended clashes and eventually civil war. International pressure on the Syrian Government intensified after 2011, as the Arab League, the EU, Turkey, and the US expanded economic sanctions against the ASAD regime and those entities that supported it. In 2012, more than 130 countries recognized the Syrian National Coalition as the sole legitimate representative of the Syrian people. In 2015, Russia launched a military intervention on behalf of the ASAD regime, and domestic and foreign-government-aligned forces recaptured swaths of territory from opposition forces. With foreign support, the regime continued to periodically regain opposition-held territory until 2020, when Turkish firepower halted a regime advance and forced a stalemate between regime and opposition forces. The government lacks territorial control over much of the northeastern part of the country, which the predominantly Kurdish Syrian Democratic Forces (SDF) hold, and a smaller area dominated by Turkey. Since 2016, Turkey has conducted three large-scale military operations to capture territory along Syria's northern border. Some opposition forces organized under the Turkish-backed Syrian National Army and Turkish forces have maintained control of northwestern Syria along the Turkish border with the Afrin area of Aleppo Province since 2018. The violent extremist organization Hay’at Tahrir al-Sham (formerly the Nusrah Front) emerged in 2017 as the predominant opposition force in Idlib Province, and still dominates an area also hosting Turkish forces. Negotiations have failed to produce a resolution to the conflict, and the UN estimated in 2022 that at least 306,000 people have died during the civil war. Approximately 6.7 million Syrians were internally displaced as of 2022, and 14.6 million people were in need of humanitarian assistance across the country. An additional 5.6 million Syrians were registered refugees in Turkey, Jordan, Iraq, Egypt, and North Africa. The conflict in Syria remains one of the two largest displacement crises worldwide (the other is the full-scale invasion of Ukraine).On 8 December 2024, Syrian Islamist rebels captured the capital city of Damascus and overthrew President Bashar al-ASAD. The former president and his family fled to Moscow, where they were granted political asylum. The al-ASAD regime had ruled Syria for over 50 years."
